"Representative rates for the period  April 28, 2013 - March 23, 2021",,,,,,,
,,,,,,,
Date,Australian dollar   (AUD)                     ,Chinese yuan   (CNY)                     ,Euro   (EUR)                     ,Japanese yen   (JPY)                     ,Swiss franc   (CHF)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
4-Apr-2016,0.7638,,1.138,111.5,0.9608,1.423,1
5-Apr-2016,0.7602,6.4727,1.1367,110.85,0.9584,1.4205,1
6-Apr-2016,0.7558,6.4774,1.1336,110.4,0.9601,1.4071,1
7-Apr-2016,0.7621,6.4706,1.1364,109.27,0.9566,1.4077,1
8-Apr-2016,0.7535,6.478,1.1363,108.74,0.958,1.4069,1
11-Apr-2016,0.7559,6.471,1.139,108.1,0.9563,1.4235,1
12-Apr-2016,0.7625,6.4647,1.1396,108.08,0.953,1.4317,1
13-Apr-2016,0.7674,6.4666,1.1298,108.65,0.9627,1.4248,1
14-Apr-2016,0.7656,6.4869,1.1252,109.4,0.9655,1.414,1
15-Apr-2016,0.7711,6.4838,1.1284,109.73,0.9679,1.4188,1
18-Apr-2016,0.7666,6.4789,1.1306,108.02,0.9655,1.4194,1
19-Apr-2016,0.7788,6.4723,1.1343,109.07,0.9638,1.437,1
20-Apr-2016,0.7773,6.4672,1.1379,109.19,0.9611,1.4376,1
21-Apr-2016,0.7812,6.4763,1.1355,109.7,0.9715,1.4376,1
22-Apr-2016,0.7762,6.4926,1.1263,109.4,0.9768,1.4377,1
25-Apr-2016,,6.5013,1.1264,111.34,0.9752,1.4454,1
26-Apr-2016,0.771,6.4925,1.1287,110.97,0.9751,1.4565,1
27-Apr-2016,0.7628,6.4908,1.1303,111.18,0.9726,1.4608,1
28-Apr-2016,0.7615,6.4821,1.1358,111.74,0.9671,1.4552,1
29-Apr-2016,0.7655,6.4846,1.1403,111.74,0.9623,1.4614,1
2-May-2016,0.7607,,1.1493,106.4,0.9586,,1
3-May-2016,0.7571,6.4727,1.1569,,0.9475,1.4672,1
4-May-2016,0.7501,6.4957,1.1505,,0.9565,1.448,1
5-May-2016,0.75,6.5043,1.1439,,0.9643,1.4461,1
6-May-2016,0.7394,6.5042,1.1427,107.36,0.9687,1.4505,1
9-May-2016,0.7371,6.5077,1.1395,107.55,0.9695,1.4444,1
10-May-2016,0.7328,6.5175,1.1375,108.45,0.9739,1.4423,1
11-May-2016,0.7363,6.5136,1.1409,108.83,0.9742,1.4424,1
12-May-2016,0.7335,6.51,1.1389,108.38,0.9707,1.4444,1
13-May-2016,0.73,6.5192,1.1348,108.8,0.9724,1.4412,1
16-May-2016,0.7279,6.5235,1.1324,108.8,0.9765,1.4351,1
17-May-2016,0.7348,6.5201,1.1318,109.02,0.9786,1.4475,1
18-May-2016,0.7279,6.5326,1.1279,109.54,0.9836,1.4482,1
19-May-2016,0.7193,6.5411,1.1197,110.07,0.9894,1.4636,1
20-May-2016,0.7239,6.5443,1.1219,110,0.9912,1.4579,1
23-May-2016,0.7242,6.5502,1.1215,109.8,0.9904,1.4469,1
24-May-2016,0.7191,6.5544,1.1168,109.28,0.9916,1.4602,1
25-May-2016,0.7207,6.5592,1.1146,110.15,0.9916,1.4662,1
26-May-2016,0.7214,6.5601,1.1168,109.7,0.991,1.4695,1
27-May-2016,0.7227,6.5613,1.1168,109.9,0.9905,1.4654,1
31-May-2016,0.7242,6.5847,1.1154,111.09,0.9902,1.4618,1
1-Jun-2016,0.727,6.5894,1.1174,110.69,0.99,1.4446,1
2-Jun-2016,0.7239,6.5779,1.1188,109.05,0.9869,1.4431,1
3-Jun-2016,0.7246,6.5852,1.1154,108.96,0.9918,1.4408,1
6-Jun-2016,0.7331,6.5652,1.1349,106.94,0.975,1.4392,1
7-Jun-2016,0.7427,6.572,1.1348,107.77,0.966,1.4588,1
8-Jun-2016,0.7454,6.5704,1.1378,107.05,0.9626,1.4569,1
9-Jun-2016,0.7465,,1.1343,106.6,0.9613,1.4466,1
10-Jun-2016,0.7415,,1.1304,107.08,0.9635,1.442,1
13-Jun-2016,,6.5842,1.1268,106.18,0.966,1.4158,1
14-Jun-2016,0.7401,6.5902,1.1225,106,0.9658,1.4164,1
15-Jun-2016,0.7374,6.5893,1.123,106.1,0.9639,1.4195,1
16-Jun-2016,0.7391,6.584,1.1174,104.7,0.9655,1.4129,1
17-Jun-2016,0.7389,6.5885,1.1254,104.7,0.9626,1.4256,1
20-Jun-2016,0.7444,6.5813,1.1332,104.65,0.9601,1.4623,1
21-Jun-2016,0.7473,6.5766,1.1314,104.1,0.9589,1.4751,1
22-Jun-2016,0.7461,6.5832,1.1283,104.5,0.9583,1.4679,1
23-Jun-2016,0.7533,6.5827,1.1389,104.65,0.9556,1.4892,1
24-Jun-2016,0.7387,6.606,1.1066,101.5,0.977,1.3703,1
27-Jun-2016,0.7409,6.6405,1.0998,102.25,0.9768,1.321,1
28-Jun-2016,0.7398,6.6521,1.1073,102.05,0.9776,1.334,1
29-Jun-2016,0.7387,6.6521,1.109,102.4,0.9805,1.3422,1
30-Jun-2016,0.7426,6.6445,1.1102,102.9,0.976,1.3488,1
1-Jul-2016,0.746,6.6581,1.1135,102.9,0.9743,1.3288,1
5-Jul-2016,0.7517,6.6687,1.1146,102.17,0.9714,1.316,1
6-Jul-2016,0.7436,6.6891,1.1069,100.9,0.9779,1.2981,1
7-Jul-2016,0.7521,6.6849,1.108,100.95,0.9769,1.3031,1
8-Jul-2016,0.7488,6.688,1.107,100.9,0.98,1.2983,1
11-Jul-2016,0.7559,6.6882,1.1049,100.72,0.9833,1.2981,1
12-Jul-2016,0.7588,6.6887,1.1092,103,0.9819,1.3161,1
13-Jul-2016,0.7602,6.6911,1.1072,104.3,0.9847,1.3297,1
14-Jul-2016,0.7611,6.6879,1.1157,104.15,0.9799,1.322,1
15-Jul-2016,0.7626,6.6828,1.1128,105.65,0.9789,1.3372,1
18-Jul-2016,0.76,6.6988,1.1053,,0.9839,1.3233,1
19-Jul-2016,0.7529,6.6921,1.1035,105.9,0.9833,1.3168,1
20-Jul-2016,0.7501,6.6839,1.1013,106.01,0.9863,1.317,1
21-Jul-2016,0.7487,6.673,1.1015,107.21,0.9867,1.3185,1
22-Jul-2016,0.7476,6.6682,1.1014,105.86,0.9862,1.3107,1
25-Jul-2016,0.7485,6.679,1.0982,106.43,0.9852,1.3131,1
26-Jul-2016,0.7523,6.6765,1.0997,104.4,0.9874,1.312,1
27-Jul-2016,0.7482,6.6685,1.0991,105.15,0.9937,1.3101,1
28-Jul-2016,0.7525,6.6574,1.109,104.85,0.9842,1.3149,1
29-Jul-2016,0.7522,6.6532,1.1113,104,0.9746,1.3177,1
1-Aug-2016,,6.6379,1.1164,102.44,0.9689,1.3181,1
2-Aug-2016,0.7547,6.6414,1.1193,102.45,0.966,1.3236,1
3-Aug-2016,0.7589,6.629,1.12,101.25,0.9683,1.3346,1
4-Aug-2016,0.7607,6.6383,1.1136,101.35,0.9738,1.3285,1
5-Aug-2016,0.766,6.6431,1.1156,101.25,0.9744,1.3159,1
8-Aug-2016,0.761,6.6609,1.1087,102.1,0.982,1.3066,1
9-Aug-2016,0.7631,6.6622,1.1078,102.35,0.983,1.2984,1
10-Aug-2016,0.7695,6.6476,1.1184,101.5,0.9774,1.3068,1
11-Aug-2016,0.7701,6.6416,1.1153,,0.9749,1.298,1
12-Aug-2016,0.7691,6.6442,1.1158,102.04,0.9753,1.2963,1
15-Aug-2016,0.7657,6.6405,1.118,101.3,0.9743,1.2919,1
16-Aug-2016,0.7698,6.629,1.1295,100.28,0.9618,1.298,1
17-Aug-2016,0.7671,6.631,1.1276,100.5,0.9632,1.3008,1
18-Aug-2016,0.7711,6.6276,1.1321,99.8,0.9583,1.3154,1
19-Aug-2016,0.7644,6.6465,1.1326,100.35,0.9576,1.312,1
22-Aug-2016,0.7589,6.6585,1.1306,100.76,0.9635,1.3086,1
23-Aug-2016,0.7642,6.6418,1.1339,100.13,0.9619,1.3181,1
24-Aug-2016,0.7603,6.6537,1.1268,100.35,0.965,1.3242,1
25-Aug-2016,0.7631,6.6547,1.129,100.45,0.9651,1.3197,1
26-Aug-2016,0.764,6.6649,1.129,100.45,0.9673,1.3201,1
29-Aug-2016,0.7551,6.6782,1.117,101.92,0.9779,1.3085,1
30-Aug-2016,0.7569,6.6793,1.1168,101.94,0.9797,1.3084,1
31-Aug-2016,0.7514,6.6788,1.1132,102.96,0.9843,1.3138,1
1-Sep-2016,0.7538,6.6801,1.1146,103.37,0.9844,1.3246,1
2-Sep-2016,0.7559,6.6797,1.1193,103.3,0.9797,1.3257,1
6-Sep-2016,0.7629,6.6804,1.1159,103.5,0.9787,1.3331,1
7-Sep-2016,0.7678,6.6646,1.1237,101.45,0.9684,1.3381,1
8-Sep-2016,0.7698,6.6634,1.1296,101.66,0.9676,1.3372,1
9-Sep-2016,0.7652,6.6795,1.1268,102.25,0.9744,1.3315,1
12-Sep-2016,0.7533,6.6797,1.1226,102.63,0.9753,1.3265,1
13-Sep-2016,0.7536,6.6797,1.1247,101.9,0.9719,1.327,1
14-Sep-2016,0.748,6.6716,1.1218,103.1,0.9755,1.3199,1
15-Sep-2016,0.7469,,1.1254,102.49,0.9735,1.3224,1
16-Sep-2016,0.7511,,1.1226,101.95,0.9752,1.3171,1
19-Sep-2016,0.7544,6.6692,1.1165,,0.9811,1.305,1
20-Sep-2016,0.7542,6.6708,1.1184,101.92,0.9779,1.2969,1
21-Sep-2016,0.7555,6.6716,1.115,101.78,0.9765,1.2998,1
22-Sep-2016,0.7637,6.6699,1.1238,,0.9678,1.3053,1
23-Sep-2016,0.7637,6.6698,1.1214,101,0.9702,1.2974,1
26-Sep-2016,0.7624,6.6706,1.1262,100.8,0.9677,1.2926,1
27-Sep-2016,0.7666,6.6676,1.122,100.78,0.9685,1.2956,1
28-Sep-2016,0.7682,6.6707,1.1225,100.58,0.9713,1.3018,1
29-Sep-2016,0.7684,6.6708,1.1221,101.4,0.9707,1.3015,1
30-Sep-2016,0.763,6.6704,1.1161,101.08,0.9742,1.2961,1
3-Oct-2016,,,1.1236,101.41,0.9708,1.2885,1
4-Oct-2016,0.7672,,1.1161,102,0.9796,1.2765,1
5-Oct-2016,0.7633,,1.1211,102.85,0.9773,1.2725,1
6-Oct-2016,0.7596,,1.1185,103.46,0.9784,1.2706,1
7-Oct-2016,0.7573,,1.114,103.8,0.9816,1.2378,1
11-Oct-2016,0.7552,6.7145,1.1079,103.95,0.9875,1.2257,1
12-Oct-2016,0.7577,6.7154,1.102,103.63,0.9892,1.2255,1
13-Oct-2016,0.7537,6.726,1.1038,104.5,0.9893,1.2205,1
14-Oct-2016,0.7582,6.7249,1.1002,103.82,0.9892,1.2235,1
17-Oct-2016,0.7599,6.739,1.0994,104.2,0.989,1.2162,1
18-Oct-2016,0.7671,6.739,1.0993,103.82,0.9888,1.2281,1
19-Oct-2016,0.7666,6.7395,1.0979,103.8,0.9891,1.2302,1
20-Oct-2016,0.767,6.7396,1.098,103.63,0.9887,1.226,1
21-Oct-2016,0.763,6.7572,1.0886,104.12,0.9945,1.2209,1
24-Oct-2016,0.7615,6.7687,1.0891,103.94,0.9935,1.224,1
25-Oct-2016,0.7629,6.7772,1.0872,104.46,0.9946,1.2233,1
26-Oct-2016,0.7683,6.7682,1.0925,104.35,0.9917,1.2214,1
27-Oct-2016,0.7631,6.7777,1.0927,104.56,0.9916,1.226,1
28-Oct-2016,0.7597,6.7796,1.0922,105.25,0.9944,1.2135,1
31-Oct-2016,0.7613,6.7699,1.0946,104.8,0.989,1.2171,1
1-Nov-2016,0.7653,6.775,1.1025,104.85,0.9825,1.2234,1
2-Nov-2016,0.7624,6.7642,1.1095,103.82,0.9709,1.23105,1
3-Nov-2016,0.7668,6.7593,1.1064,,0.9736,1.24615,1
4-Nov-2016,0.768,6.7618,1.1093,103.06,0.9721,1.24985,1
7-Nov-2016,0.7674,6.7752,1.1062,104.44,0.9764,1.2417,1
8-Nov-2016,0.77,6.777,1.1038,104.45,0.9766,1.2406,1
9-Nov-2016,0.7596,6.7725,1.1022,101.9,0.9723,1.24405,1
10-Nov-2016,0.7661,6.7919,1.0895,105.9,0.9874,1.241,1
11-Nov-2016,0.7618,6.8148,1.0904,106.7,0.9853,1.26205,1
14-Nov-2016,0.7546,6.835,1.0777,107.5,0.995,1.253,1
15-Nov-2016,0.7558,6.8559,1.0765,107.9,0.9973,1.2426,1
16-Nov-2016,0.7552,6.8702,1.0702,109,1.0047,1.2427,1
17-Nov-2016,0.7478,6.8685,1.0717,109.15,0.9997,1.24905,1
18-Nov-2016,0.7394,6.8907,1.0629,110.6,1.0072,1.24165,1
21-Nov-2016,0.7324,6.8962,1.0631,110.93,1.0094,1.23835,1
22-Nov-2016,0.7398,6.8901,1.0617,110.5,1.0095,1.24515,1
23-Nov-2016,0.7427,6.8934,1.0602,,1.0101,1.2397,1
28-Nov-2016,0.7477,6.903,1.0588,112.1,1.0136,1.2403,1
29-Nov-2016,0.7477,6.8916,1.0576,112.05,1.0149,1.2475,1
30-Nov-2016,0.7474,6.8858,1.0635,112.39,1.0143,1.2452,1
1-Dec-2016,0.7408,6.8941,1.0627,114.4,1.013,1.2621,1
2-Dec-2016,0.7411,6.8791,1.0642,113.73,1.0117,1.262,1
5-Dec-2016,0.7453,6.8886,1.0702,113.8,1.0098,1.2732,1
6-Dec-2016,0.7459,6.8752,1.0734,113.68,1.0087,1.2754,1
7-Dec-2016,0.743,6.8907,1.073,114.25,1.0102,1.25935,1
8-Dec-2016,0.7497,6.8802,1.0762,113.4,1.007,1.26795,1
9-Dec-2016,0.7459,6.9,1.0559,114.45,1.0185,1.25995,1
12-Dec-2016,0.7453,6.9138,1.0596,115.5,1.0145,1.2634,1
13-Dec-2016,0.7493,6.9005,1.061,115.18,1.0134,1.27065,1
14-Dec-2016,0.7492,6.9045,1.0644,115.17,1.01,1.26495,1
15-Dec-2016,0.7421,6.9347,1.0419,117.65,1.0313,1.2483,1
16-Dec-2016,0.7362,6.9488,1.0439,118.2,1.0288,1.24295,1
19-Dec-2016,0.7293,6.9456,1.0422,117.33,1.0269,1.2416,1
20-Dec-2016,0.7254,6.9507,1.0364,117.24,1.0299,1.23445,1
21-Dec-2016,0.726,6.9499,1.0421,117.93,1.0265,1.2367,1
22-Dec-2016,0.7235,6.9466,1.0444,117.55,1.0253,1.2337,1
23-Dec-2016,0.7205,6.9496,1.0446,,1.0254,1.2255,1
27-Dec-2016,,6.9498,1.0445,117.38,1.0286,,1
28-Dec-2016,0.7202,6.9548,1.0401,117.6,1.03,1.2232,1
29-Dec-2016,0.7205,6.9544,1.0453,116.75,1.024,1.2255,1
30-Dec-2016,0.7236,6.9498,1.0541,116.8,1.0178,1.2302,1
3-Jan-2017,0.7234,6.9552,1.0385,,1.0295,1.22895,1
4-Jan-2017,0.724,6.9541,1.0437,117.93,1.0269,1.22835,1
5-Jan-2017,0.7302,6.8778,1.0501,116.6,1.0206,1.23055,1
6-Jan-2017,0.7318,6.9225,1.0589,115.7,1.0118,1.2367,1
9-Jan-2017,0.731,6.9333,1.0516,,1.0181,1.2166,1
10-Jan-2017,0.7374,6.9259,1.0567,115.99,1.014,1.2143,1
11-Jan-2017,0.7381,6.9264,1.0503,116,1.0203,1.21255,1
12-Jan-2017,0.7462,6.9105,1.0679,115.05,1.0079,1.2285,1
13-Jan-2017,0.7485,6.8931,1.0661,114.99,1.0078,1.2181,1
17-Jan-2017,0.75,6.8807,1.0684,114.12,1.0012,1.2222,1
18-Jan-2017,0.7552,6.8451,1.0664,113.05,1.0018,1.2284,1
19-Jan-2017,0.7522,6.8707,1.0668,114.8,1.0063,1.2327,1
23-Jan-2017,0.7562,6.8575,1.0715,113.88,0.9989,1.24335,1
24-Jan-2017,0.7576,6.8557,1.0748,112.78,0.9999,1.2455,1
25-Jan-2017,0.7543,6.8787,1.0743,113.5,0.9985,1.2579,1
26-Jan-2017,,6.8803,1.07,113.36,0.9977,1.2592,1
27-Jan-2017,0.7528,,1.0681,115,0.9996,1.25335,1
30-Jan-2017,0.7552,,1.063,114.4,1.0018,1.2519,1
31-Jan-2017,0.7567,,1.0755,113.6,0.9929,1.24615,1
1-Feb-2017,0.7566,,1.079,113,0.9895,1.2649,1
2-Feb-2017,0.7638,,1.0808,112.5,0.9879,1.2668,1
3-Feb-2017,0.7653,6.8697,1.0741,113,0.997,1.2486,1
6-Feb-2017,0.7665,6.8637,1.0712,112.55,0.9947,1.24765,1
7-Feb-2017,0.7671,6.8765,1.0675,111.85,0.9994,1.2378,1
8-Feb-2017,0.7632,6.8842,1.0665,112.4,0.9993,1.249,1
9-Feb-2017,0.7625,6.8635,1.0692,112.18,0.9989,1.2556,1
10-Feb-2017,0.7645,6.8799,1.0629,113.7,1.0024,1.2451,1
13-Feb-2017,0.7665,6.8797,1.0629,113.9,1.0028,1.2528,1
14-Feb-2017,0.7678,6.8717,1.0623,113.67,1.0035,1.24635,1
15-Feb-2017,0.7671,6.8682,1.0555,114.33,1.0091,1.2425,1
16-Feb-2017,0.7713,6.8618,1.0652,113.85,1.0009,1.2494,1
17-Feb-2017,0.7709,6.8706,1.065,113.44,0.9993,1.2416,1
21-Feb-2017,0.7668,6.8855,1.0537,113.5,1.0097,1.24205,1
22-Feb-2017,0.7691,6.8784,1.0513,113.58,1.0138,1.2434,1
23-Feb-2017,0.7687,6.8758,1.0573,113.36,1.0094,1.2477,1
24-Feb-2017,0.7717,6.8704,1.0609,112.85,1.0047,1.25515,1
27-Feb-2017,0.7695,6.8733,1.0587,112.15,1.0069,1.2416,1
28-Feb-2017,0.7688,6.8692,1.0597,112.55,1.0051,1.244,1
1-Mar-2017,0.7656,6.8792,1.0533,113,1.0102,1.2315,1
2-Mar-2017,0.7655,6.8823,1.0514,114,1.0116,1.2281,1
3-Mar-2017,0.7562,6.903,1.0565,114.25,1.0122,1.2225,1
6-Mar-2017,0.7573,6.8967,1.0592,113.8,1.0096,1.2259,1
7-Mar-2017,0.762,6.8995,1.0576,114,1.0144,1.21875,1
8-Mar-2017,0.759,6.9041,1.0556,113.67,1.0128,1.2149,1
9-Mar-2017,0.7514,6.9134,1.0551,114.44,1.0143,1.2152,1
10-Mar-2017,0.7522,6.9169,1.0606,115.2,1.0126,1.2143,1
13-Mar-2017,,6.9062,1.0663,114.85,1.0082,1.2225,1
14-Mar-2017,,6.9194,1.0631,114.85,,1.2128,1
15-Mar-2017,0.7574,6.911,1.0622,114.8,1.0089,1.21915,1
16-Mar-2017,0.7678,6.8935,1.0726,113.4,0.9977,1.2295,1
17-Mar-2017,0.7689,6.9073,1.0737,113.45,0.9971,1.23595,1
20-Mar-2017,0.7724,6.905,1.0752,,0.9977,1.2384,1
21-Mar-2017,0.7708,6.8982,1.0802,112.7,0.9955,1.2462,1
22-Mar-2017,0.7668,6.8856,1.0807,111.51,0.9932,1.2449,1
23-Mar-2017,0.7662,6.8879,1.0786,111.48,0.9927,1.25,1
24-Mar-2017,0.7618,6.8937,1.0805,111.34,0.9917,1.2497,1
27-Mar-2017,0.7633,6.8752,1.0889,110.39,0.9851,1.25875,1
28-Mar-2017,0.7615,6.8846,1.0859,110.57,0.9859,1.25555,1
29-Mar-2017,0.7644,6.8899,1.0748,111.22,0.994,1.24315,1
30-Mar-2017,0.7663,6.8928,1.0737,111.35,0.9957,1.24545,1
31-Mar-2017,0.7644,6.891,1.0691,112.05,1.001,1.24525,1
3-Apr-2017,0.7602,,1.0661,111.3,1.003,1.2502,1
4-Apr-2017,0.7576,,1.0651,110.49,1.0036,1.2448,1
5-Apr-2017,0.758,6.8946,1.0678,110.79,1.003,1.24785,1
6-Apr-2017,0.7542,6.8972,1.0666,110.5,1.0034,1.2456,1
7-Apr-2017,0.7523,6.899,1.063,110.43,1.0055,1.24235,1
10-Apr-2017,0.749,6.908,1.0578,111.42,1.0098,1.2406,1
11-Apr-2017,0.7502,6.9023,1.0616,110.8,1.007,1.2426,1
12-Apr-2017,0.7499,6.8928,1.0605,109.48,1.0077,1.2497,1
13-Apr-2017,0.7589,6.8846,1.063,108.85,1.0045,1.2541,1
14-Apr-2017,,6.8866,,109.17,1.0042,,1
17-Apr-2017,,6.8869,,108.3,1.0037,,1
18-Apr-2017,0.756,6.8887,1.0682,109.1,1.0019,1.266,1
19-Apr-2017,0.7521,6.8862,1.0725,108.55,0.9964,1.28395,1
20-Apr-2017,0.7507,6.8857,1.0745,108.95,0.9962,1.28015,1
21-Apr-2017,0.7535,6.8813,1.0698,109.25,0.9984,1.2793,1
24-Apr-2017,0.7559,6.8861,1.0848,110.04,0.9947,1.28185,1
25-Apr-2017,,6.8865,1.0891,109.92,0.9954,1.2819,1
26-Apr-2017,0.7516,6.8898,1.0893,111.35,0.9949,1.28225,1
27-Apr-2017,0.7485,6.8944,1.0881,111.3,0.993,1.29,1
28-Apr-2017,0.7475,6.8977,1.093,111.25,0.9902,1.29415,1
1-May-2017,0.7486,,,111.45,0.9947,,1
2-May-2017,0.7539,6.8973,1.0915,112,0.9944,1.2924,1
3-May-2017,0.75,6.8936,1.0919,,0.9907,1.2926,1
4-May-2017,0.7408,6.8964,1.0927,,0.9923,1.2886,1
5-May-2017,0.7376,6.8986,1.0961,,0.9898,1.2935,1
8-May-2017,0.7415,6.9034,1.0938,112.75,0.9929,1.296,1
9-May-2017,0.7352,6.9065,1.0888,113.5,1.0026,1.29255,1
10-May-2017,0.7366,6.9035,1.0882,113.85,1.0068,1.2947,1
11-May-2017,0.7352,6.9032,1.086,114.15,1.0076,1.28945,1
12-May-2017,0.7385,6.9034,1.0876,113.88,1.0076,1.2855,1
15-May-2017,0.7399,6.898,1.0972,113.4,0.9982,1.2928,1
16-May-2017,0.7423,6.8934,1.1059,113.49,0.99,1.2892,1
17-May-2017,0.743,6.889,1.1117,112.65,0.9837,1.2972,1
18-May-2017,0.7457,6.8925,1.1129,111.03,0.9773,1.30345,1
19-May-2017,0.7426,6.8921,1.1179,111.38,0.9785,1.3005,1
22-May-2017,0.7444,6.8905,1.1243,111.48,0.9711,1.2998,1
23-May-2017,0.7497,6.8905,1.1215,111.08,0.9713,1.2967,1
24-May-2017,0.745,6.8902,1.1193,111.8,0.9763,1.2962,1
25-May-2017,0.751,6.8693,1.1214,111.64,0.9727,1.296,1
26-May-2017,0.7435,6.857,1.1196,111.56,0.9701,1.2854,1
30-May-2017,0.7438,,1.1173,110.85,0.9768,1.28655,1
31-May-2017,0.745,6.8289,1.1221,110.95,0.971,1.28385,1
1-Jun-2017,0.7403,6.8002,1.1219,111,0.969,1.28535,1
2-Jun-2017,0.739,6.8166,1.1217,111.63,0.9714,1.28535,1
5-Jun-2017,0.7464,6.8028,1.1249,110.56,0.9654,1.29065,1
6-Jun-2017,0.7493,6.7962,1.1258,109.87,0.9648,1.29065,1
7-Jun-2017,0.754,6.7936,1.1217,109.5,0.9673,1.29,1
8-Jun-2017,0.755,6.794,1.1229,109.85,0.9666,1.29425,1
9-Jun-2017,0.7535,6.7979,1.1176,110.3,0.9718,1.27535,1
12-Jun-2017,,6.7972,1.1221,110.2,0.9676,1.26905,1
13-Jun-2017,0.7556,6.7972,1.1217,109.99,0.9684,1.27315,1
14-Jun-2017,0.7551,6.7975,1.1203,110.05,0.97,1.27275,1
15-Jun-2017,0.7616,6.7956,1.1166,109.7,0.9738,1.2777,1
16-Jun-2017,0.7593,6.812,1.1167,111.08,0.9741,1.2777,1
19-Jun-2017,0.7614,6.8177,1.1199,111.04,0.9708,1.2802,1
20-Jun-2017,0.7612,6.8321,1.1156,111.69,0.9736,1.267,1
21-Jun-2017,0.7563,6.8287,1.1147,111.37,0.9744,1.26815,1
22-Jun-2017,0.7558,6.8308,1.1169,111.15,0.9735,1.26705,1
23-Jun-2017,0.7557,6.84,1.1173,111.36,0.9714,1.2738,1
26-Jun-2017,0.7578,6.838,1.1187,111.31,0.9734,1.274,1
27-Jun-2017,0.7599,6.8277,1.1278,111.95,0.9655,1.275,1
28-Jun-2017,0.7611,6.7992,1.1375,112.1,0.9605,1.28255,1
29-Jun-2017,0.7662,6.7789,1.1413,112.29,0.9588,1.2966,1
30-Jun-2017,0.7692,6.782,1.1412,111.94,0.9588,1.29785,1
3-Jul-2017,,6.7881,1.1369,112.53,,1.2955,1
5-Jul-2017,0.7619,6.7975,1.1329,113.07,0.9675,1.29085,1
6-Jul-2017,0.7597,6.804,1.1385,113.05,0.9653,1.2957,1
7-Jul-2017,0.7585,6.7995,1.1412,113.78,0.9627,1.2893,1
10-Jul-2017,0.7608,6.8027,1.1387,114.1,0.9665,1.2876,1
11-Jul-2017,0.7612,6.8002,1.1405,114.18,0.9693,1.2905,1
12-Jul-2017,0.7653,6.7887,1.1449,113.47,0.9632,1.2859,1
13-Jul-2017,0.7705,6.7807,1.1417,113.18,0.9661,1.29235,1
14-Jul-2017,0.7744,6.7814,1.1415,113.5,0.9695,1.29695,1
17-Jul-2017,0.7812,6.7747,1.1462,,0.9628,1.3066,1
18-Jul-2017,0.7904,6.7582,1.1555,112.2,0.9541,1.30245,1
19-Jul-2017,0.7935,6.7566,1.1533,112.05,0.9545,1.3051,1
20-Jul-2017,0.7924,6.766,1.1485,111.84,0.9579,1.29405,1
21-Jul-2017,0.7911,6.767,1.1642,111.95,0.95,1.3004,1
24-Jul-2017,0.7929,6.752,1.1648,110.89,0.9461,1.3033,1
25-Jul-2017,0.794,6.7512,1.1694,111.3,0.9482,1.3032,1
26-Jul-2017,0.789,6.7563,1.1644,111.9,0.9584,1.3054,1
27-Jul-2017,0.8046,6.7357,1.1694,110.9,0.959,1.31475,1
28-Jul-2017,0.797,6.7426,1.1729,111.04,0.9698,1.3086,1
31-Jul-2017,0.7987,6.7265,1.1727,110.55,0.971,1.3124,1
1-Aug-2017,0.8011,6.7189,1.1812,110.3,0.9661,1.32125,1
2-Aug-2017,0.7962,6.7248,1.1829,110.75,0.969,1.323,1
3-Aug-2017,0.7923,6.7236,1.186,110.72,0.9699,1.31875,1
4-Aug-2017,0.7977,6.7172,1.1868,110.1,0.9684,1.3141,1
7-Aug-2017,,6.7172,1.1797,110.75,0.9723,1.30535,1
8-Aug-2017,0.7923,6.7056,1.1814,110.75,0.9722,1.3033,1
9-Aug-2017,0.7884,6.6792,1.1731,109.9,0.9639,1.30025,1
10-Aug-2017,0.7873,6.6593,1.1732,110,0.9657,1.30015,1
11-Aug-2017,0.7859,6.6673,1.1765,,0.9617,1.2965,1
14-Aug-2017,0.7892,6.6648,1.1797,109.37,0.9688,1.29685,1
15-Aug-2017,0.7852,6.6767,1.1744,110.18,0.9718,1.2876,1
16-Aug-2017,0.7842,6.695,1.171,110.66,0.9742,1.2871,1
17-Aug-2017,0.7938,6.6685,1.1697,110,0.9667,1.2864,1
18-Aug-2017,0.7896,6.6804,1.174,109.4,0.962,1.28915,1
21-Aug-2017,0.7921,6.6707,1.1761,109.26,0.9675,1.28955,1
22-Aug-2017,0.794,6.6549,1.1771,109.25,0.9658,1.2821,1
23-Aug-2017,0.7894,6.6621,1.1799,109.7,0.9688,1.2808,1
24-Aug-2017,0.7896,6.6614,1.1806,109.18,0.9645,1.28215,1
25-Aug-2017,0.7905,6.6646,1.1808,109.6,0.9632,1.28365,1
28-Aug-2017,0.7943,6.6408,1.1925,109.1,0.9535,1.29,1
29-Aug-2017,0.7926,6.6014,1.2048,108.8,0.9446,1.2949,1
30-Aug-2017,0.7981,6.5822,1.1916,109.85,0.9565,1.2925,1
31-Aug-2017,0.7898,6.5957,1.1825,110.5,0.9655,1.2876,1
1-Sep-2017,0.7934,6.5769,1.192,110.1,0.9598,1.2933,1
5-Sep-2017,0.7961,6.5465,1.189,109.32,0.9585,1.296,1
6-Sep-2017,0.7993,6.523,1.1931,108.51,0.9553,1.3047,1
