"Representative rates for the period  April 28, 2013 - March 23, 2021",,,,,,,
,,,,,,,
Date,Australian dollar   (AUD)                     ,Chinese yuan   (CNY)                     ,Euro   (EUR)                     ,Japanese yen   (JPY)                     ,Swiss franc   (CHF)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
28-Jul-2020,0.7141,7.0076,1.1717,105.33,0.91855,1.28815,1
29-Jul-2020,0.7165,6.997,1.1725,104.94,0.91735,1.2965,1
30-Jul-2020,0.7159,7.0014,1.1743,105.08,0.91445,1.3014,1
31-Jul-2020,0.7213,6.9855,1.1848,104.55,0.90835,1.3138,1
3-Aug-2020,,6.9758,1.1726,106.2,0.91815,1.3014,1
4-Aug-2020,0.7132,6.9866,1.1765,106.12,0.9156,1.3033,1
5-Aug-2020,0.7181,6.9514,1.1854,105.6,0.91025,1.31235,1
6-Aug-2020,0.7207,6.9466,1.1843,105.53,0.90855,1.31715,1
7-Aug-2020,0.7207,6.9605,1.1817,105.58,0.9139,1.30775,1
10-Aug-2020,0.7165,6.9666,1.1763,,0.9183,1.3025,1
11-Aug-2020,0.7177,6.9528,1.1783,106.16,0.9119,1.3089,1
12-Aug-2020,0.7118,6.9474,1.1771,106.6,0.9131,1.30435,1
13-Aug-2020,0.7172,6.9439,1.1833,106.66,0.9102,1.31005,1
14-Aug-2020,0.7157,6.9479,1.1813,106.96,0.91035,1.31045,1
17-Aug-2020,0.7183,6.941,1.1853,106.53,0.90775,1.30865,1
18-Aug-2020,0.7225,6.9269,1.1906,105.75,0.90535,1.316,1
19-Aug-2020,0.7249,6.9176,1.1933,105.2,0.90295,1.3219,1
20-Aug-2020,0.7172,6.9181,1.185,106.09,0.9112,1.31285,1
21-Aug-2020,0.7204,6.9111,1.1769,105.67,0.9114,1.3152,1
24-Aug-2020,0.7178,6.9145,1.1847,105.79,0.90955,1.3117,1
25-Aug-2020,0.7174,6.9106,1.1814,106,0.90945,1.3129,1
26-Aug-2020,0.7193,6.8968,1.1789,106.45,0.90885,1.3153,1
27-Aug-2020,0.7237,6.8757,1.1806,105.92,0.90965,1.31885,1
28-Aug-2020,0.7299,6.8673,1.1915,106.65,0.90335,1.33035,1
31-Aug-2020,0.7354,6.8561,1.194,105.37,0.90475,,1
1-Sep-2020,0.7412,6.8185,1.1987,105.87,0.90415,1.34685,1
2-Sep-2020,0.736,6.8259,1.1861,106.01,0.91045,1.3364,1
3-Sep-2020,0.7306,6.8323,1.1813,106.23,0.91165,1.3252,1
8-Sep-2020,0.7289,6.8311,1.1785,106.3,0.91735,1.30625,1
9-Sep-2020,0.7225,6.8472,1.1773,105.95,0.91885,1.2929,1
10-Sep-2020,0.728,6.8415,1.1849,106.2,0.9089,1.3021,1
11-Sep-2020,0.7281,6.8364,1.1854,106.15,0.90955,1.2829,1
14-Sep-2020,0.7287,6.8297,1.1876,106.15,0.90665,1.2879,1
15-Sep-2020,0.7328,6.7821,1.1892,105.68,0.9055,1.29125,1
16-Sep-2020,0.7311,6.763,1.1869,105.28,0.906,1.2966,1
17-Sep-2020,0.7278,6.7677,1.1797,105.05,0.91105,1.29595,1
18-Sep-2020,0.732,6.7596,1.1833,104.82,0.90965,1.29815,1
21-Sep-2020,0.7315,6.7695,1.1787,,0.91365,1.2861,1
22-Sep-2020,0.7213,6.7958,1.174,,0.91445,1.2857,1
23-Sep-2020,0.7135,6.7913,1.1692,105.13,0.92045,1.27245,1
24-Sep-2020,0.7042,6.8213,1.1645,105.43,0.9252,1.2754,1
25-Sep-2020,0.7061,6.815,1.1634,105.53,0.9277,1.2701,1
28-Sep-2020,0.7049,6.8239,1.167,105.39,0.92605,1.2902,1
29-Sep-2020,0.7084,6.8203,1.1702,105.47,0.92245,1.28645,1
30-Sep-2020,0.7108,6.8086,1.1708,105.79,0.922,1.28325,1
1-Oct-2020,0.7188,,1.1752,105.54,0.91815,1.28365,1
2-Oct-2020,0.7139,,1.173,105.56,0.921,1.2911,1
5-Oct-2020,,,1.1768,105.58,0.91645,1.29475,1
6-Oct-2020,0.7191,,1.1795,105.65,0.91505,1.29345,1
7-Oct-2020,0.7124,,1.177,105.65,0.9175,1.28655,1
8-Oct-2020,0.7145,,1.1765,106,0.9181,1.29005,1
9-Oct-2020,0.7179,6.7153,1.1795,105.96,0.91245,1.29355,1
13-Oct-2020,0.7185,6.7505,1.1787,105.37,0.91085,1.30575,1
14-Oct-2020,0.717,6.7393,1.175,105.43,0.9148,1.29505,1
15-Oct-2020,0.7136,6.7271,1.1698,105.24,0.91375,1.29555,1
16-Oct-2020,0.7072,6.7013,1.1741,105.25,0.9144,1.2889,1
19-Oct-2020,0.7086,6.7015,1.1785,105.39,0.9111,1.29955,1
20-Oct-2020,0.7043,6.6838,1.181,105.57,0.90755,1.2955,1
21-Oct-2020,0.7081,6.6523,1.1852,105.23,0.90365,1.3069,1
22-Oct-2020,0.7093,6.666,1.1821,104.67,0.90755,1.31015,1
23-Oct-2020,0.7113,6.6719,1.1856,104.72,0.9045,1.3075,1
26-Oct-2020,0.7116,6.6968,1.1819,104.88,0.9068,1.3055,1
27-Oct-2020,0.7134,6.7107,1.1832,104.79,0.908,1.3051,1
28-Oct-2020,0.7145,6.7125,1.1727,104.22,0.91155,1.2953,1
29-Oct-2020,0.7062,6.7058,1.1704,104.39,0.91255,1.2942,1
30-Oct-2020,0.7044,6.6983,1.1698,104.58,0.91645,1.2984,1
2-Nov-2020,0.7,6.6976,1.1652,104.74,0.9173,1.2907,1
3-Nov-2020,0.703,6.6925,1.1702,,0.9147,1.29885,1
4-Nov-2020,0.7105,6.7158,1.1721,104.9,0.9122,1.3022,1
5-Nov-2020,0.7166,6.6404,1.1855,104.28,0.90725,1.30725,1
6-Nov-2020,0.7262,6.6227,1.187,103.69,0.9002,1.31305,1
9-Nov-2020,0.7292,6.569,1.1883,103.33,0.90075,1.3169,1
10-Nov-2020,0.7282,6.6132,1.1808,105.1,0.9157,1.3264,1
11-Nov-2020,0.7309,6.6077,1.1766,105.14,0.9183,1.32685,1
12-Nov-2020,0.727,6.6312,1.1791,105.28,0.91465,1.31585,1
13-Nov-2020,0.723,6.6165,1.1815,104.92,0.9152,1.3168,1
16-Nov-2020,0.729,6.5776,1.183,104.68,0.9139,1.32045,1
17-Nov-2020,0.7322,6.5648,1.1882,104.48,0.91015,1.32705,1
18-Nov-2020,0.7295,6.543,1.1868,104.07,0.91055,1.32785,1
19-Nov-2020,0.7295,6.577,1.1832,103.84,0.9121,1.3256,1
20-Nov-2020,0.7295,6.5733,1.1863,103.87,0.9114,1.3278,1
23-Nov-2020,0.7313,6.5715,1.1901,,0.90785,1.33705,1
24-Nov-2020,0.7317,6.5785,1.1865,104.56,0.91295,1.33375,1
25-Nov-2020,0.7356,6.5782,1.189,104.5,0.91265,1.33285,1
30-Nov-2020,0.7393,6.5847,1.198,103.87,0.9032,1.33555,1
1-Dec-2020,0.7368,6.5621,1.1968,104.26,0.9058,1.3326,1
2-Dec-2020,0.7375,6.5657,1.2066,104.34,0.89925,1.33445,1
3-Dec-2020,0.7409,6.5581,1.2151,104.45,0.89235,1.3441,1
4-Dec-2020,0.7428,6.5328,1.2159,103.8,0.88995,1.34655,1
7-Dec-2020,0.743,6.534,1.2128,104.08,0.8916,1.32555,1
8-Dec-2020,0.7426,6.536,1.2114,104.05,0.88995,1.33135,1
9-Dec-2020,0.7442,6.5312,1.2109,104.15,0.88865,1.34585,1
10-Dec-2020,0.7478,6.5522,1.2115,104.27,0.88915,1.3254,1
11-Dec-2020,0.7561,6.5385,1.2127,104.01,0.88895,1.3183,1
14-Dec-2020,0.754,6.54,1.2162,104.01,0.88575,1.3183,1
15-Dec-2020,0.7512,6.55,1.214,104.1,0.88585,1.3379,1
16-Dec-2020,0.7564,6.5417,1.2189,103.7,0.8832,1.3533,1
17-Dec-2020,0.7587,6.5336,1.2246,103.2,0.88355,1.36085,1
18-Dec-2020,0.7594,6.542,1.2259,103.25,0.883,1.3533,1
21-Dec-2020,0.757,6.5493,1.2173,103.38,0.8885,1.3273,1
22-Dec-2020,0.7557,6.549,1.2239,103.43,0.88515,1.3406,1
23-Dec-2020,0.7552,6.5349,1.2166,103.63,0.88985,1.342,1
4-Jan-2021,0.7703,6.4682,1.2296,103.08,0.87985,1.367,1
5-Jan-2021,0.7701,6.4626,1.2271,103.14,0.8796,1.35915,1
6-Jan-2021,0.7766,6.4548,1.2338,102.8,0.87635,1.36485,1
7-Jan-2021,0.7795,6.4576,1.2276,102.99,0.8837,1.35655,1
8-Jan-2021,0.7769,6.4674,1.225,103.83,0.8842,1.3591,1
11-Jan-2021,0.7697,6.4784,1.2163,,0.8901,1.34865,1
12-Jan-2021,0.7691,6.4615,1.2161,104.21,0.8898,1.35885,1
13-Jan-2021,0.7763,6.461,1.2166,103.67,0.88885,1.36715,1
14-Jan-2021,0.7751,6.4652,1.2124,103.94,0.88955,1.36485,1
15-Jan-2021,0.7766,6.4691,1.2123,103.83,0.88755,1.36395,1
19-Jan-2021,0.7718,6.4905,1.2132,104,0.88795,1.36135,1
20-Jan-2021,0.7722,6.4655,1.2101,103.92,0.8897,1.36765,1
21-Jan-2021,0.7771,6.4631,1.2158,103.53,0.8865,1.3718,1
22-Jan-2021,0.7746,6.475,1.2158,103.58,0.8848,1.36685,1
25-Jan-2021,0.7738,6.475,1.2152,103.82,0.88625,1.369,1
26-Jan-2021,,6.4772,1.2143,103.75,0.88865,1.36725,1
27-Jan-2021,0.7736,6.4654,1.2114,103.68,0.88835,1.3716,1
28-Jan-2021,0.7628,6.4835,1.2091,104.28,0.89045,1.3645,1
29-Jan-2021,0.7645,6.4614,1.2136,104.48,0.88895,1.3718,1
1-Feb-2021,0.7652,6.4604,1.2084,104.68,0.8952,1.37095,1
2-Feb-2021,0.7623,6.4604,1.2044,104.9,0.89815,1.36725,1
3-Feb-2021,0.7613,6.4584,1.2017,105.02,0.8989,1.36305,1
4-Feb-2021,0.7624,6.4599,1.1996,105.02,0.90225,1.36035,1
5-Feb-2021,0.7593,6.4758,1.1983,105.54,0.90345,1.36885,1
8-Feb-2021,0.7673,6.4573,1.2025,105.51,0.90065,1.3683,1
9-Feb-2021,0.7727,6.4492,1.2104,104.92,0.89345,1.37765,1
10-Feb-2021,0.774,6.4377,1.2127,104.61,0.89095,1.3835,1
11-Feb-2021,0.7735,,1.2147,,0.89025,1.3826,1
12-Feb-2021,0.7745,,1.2108,104.85,0.89265,1.3783,1
16-Feb-2021,0.7796,,1.2143,105.47,0.88775,1.39255,1
17-Feb-2021,0.7753,,1.206,106.15,0.89545,1.3861,1
18-Feb-2021,0.7754,6.4666,1.2084,105.72,0.89705,1.3943,1
19-Feb-2021,0.777,6.4618,1.2139,105.71,0.8942,1.3999,1
22-Feb-2021,0.7876,6.4683,1.2133,105.48,0.89815,1.4022,1
23-Feb-2021,0.7923,6.4611,1.2143,,0.9003,1.4089,1
24-Feb-2021,0.7913,6.4598,1.2146,105.5,0.9073,1.41355,1
25-Feb-2021,0.797,6.4509,1.2225,106.05,0.90595,1.4136,1
26-Feb-2021,0.7829,6.4664,1.2121,106.23,0.90605,1.3925,1
1-Mar-2021,0.7745,6.4638,1.2053,106.48,0.91275,1.394,1
2-Mar-2021,0.7755,6.4731,1.2028,106.85,0.91725,1.39265,1
3-Mar-2021,0.7822,6.4596,1.2048,106.85,0.91785,1.39515,1
4-Mar-2021,0.7793,6.4686,1.2034,107.04,0.9243,1.39415,1
5-Mar-2021,0.7709,6.4761,1.1938,107.88,0.92815,1.38155,1
8-Mar-2021,,6.5236,1.1866,108.35,0.93385,1.3834,1
9-Mar-2021,0.7663,6.5201,1.1894,109.11,0.9312,1.3872,1
10-Mar-2021,0.7684,6.5077,1.1892,108.81,0.93155,1.3869,1
11-Mar-2021,0.7747,6.4961,1.1969,108.51,0.9251,1.39565,1
12-Mar-2021,0.7785,6.4993,1.1933,108.75,0.93105,1.38865,1
15-Mar-2021,0.7749,6.5051,1.192,109.05,0.9292,1.3909,1
16-Mar-2021,0.7753,6.5022,1.1926,109.19,0.92525,1.3864,1
17-Mar-2021,0.7737,6.5026,1.1907,109.13,0.92815,1.3897,1
18-Mar-2021,0.7827,6.5025,1.1912,108.96,0.92765,1.39555,1
19-Mar-2021,0.7753,6.502,1.1891,109.09,0.92815,1.39105,1
22-Mar-2021,0.7726,6.5091,1.1926,108.9,0.92465,1.3873,1
,,,,,,,
USER SELECTIONS,,,,,,,
,,,,,,,
EXCHANGE RATE TYPE,Representative rates,,,,,,
FROM DATE,"April 28, 2013",,,,,,
TO DATE,"March 23, 2021",,,,,,
CURRENCIES,,,,,,,
,"Chinese yuan,Euro,Japanese yen,",,,,,,
,"U.K. pound,U.S. dollar,Australian dollar,Swiss franc",,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
               Disclaimer             ,,,,,,,
"               The International Monetary Fund makes no warranties, express or             ",,,,,,,
"               implied, regarding these tables or the performance of this site.             ",,,,,,,
               The Fund shall not be liable for any losses or damages incurred              ,,,,,,,
               in connection with this site.             ,,,,,,,
,,,,,,,
